Facility Information,,,,,,,,,,,,,,, Capacity ,,Population,,,,ADP: Fiscal Year,,,,,,,,,,ADP - Monthly,,,,,,,,,,,,,Facility Average Length of Stay,,,,Facility Bookins,,,,Initial Bookins,,,,ADP: Initial Bookins,,,,ADP: Criminality,,,,,,,,FY18 ADP: Detainee Classification Level,,,,FY18 ADP: Criminality and Gender,,,,FY18 ADP: ICE Threat Level,,,,FY18 ADP: Mandatory Detention,,Medical,,Contract,,,,,,,Standards Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility Statistics - FY 2018,,,,Facility Statistics - FY 2017,,,
DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Male/Female,"Levels A,B,C,D",Capacity,Current FY Utilization,Population Count,Date of Last Use,Date of First Use,FY18 Max Population Count,FY18 ADP,FY17 ADP,FY16 ADP,FY15 ADP,FY14 ADP,FY13 ADP,FY12 ADP,FY11 ADP,FY10 ADP,FY09 ADP,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,FY18 ALOS,FY17 ALOS,FY16 ALOS,FY15 ALOS,FY18 Facility Bookins,FY17 Facility Bookins,FY16 Facility Bookins,FY15 Facility Bookins,FY18 Initial Bookins,FY17 Initial Bookins,FY16 Initial Bookins,FY15 Initial Bookins,FY18 Initial Bookin ADP,FY17 Initial Bookin ADP,FY16 Initial Bookin ADP,FY15 Initial Bookin ADP,FY18 Non-Criminal,FY18 Criminal,FY17 Non-Criminal,FY17 Criminal,FY16 Non-Criminal,FY16 Criminal,FY15 Non-Criminal,FY15 Criminal,Level A,Level B,Level C,Level D,Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,ICE Threat Level 1,ICE Threat Level 2,ICE Threat Level 3,No ICE Threat Level,Mandatory,Non-Mandatory,Medical Provider Onsite?,Provider Type,Facility Operator,Facility Owner,Best Known Contract Initiation Date,Best Known Contract Expiration Date,Guaranteed Minimum,Per Diem Rate Detailed,ICE Telephone Services,Authorization Status,Authorizing Authority,Over/Under 72,Contractually Obligated Inspection Standard,PREA/Standard 2.11 Status,Current Inspection Frequency,Last Inspection Type,Last Inspection Standard,Last Inspection Pre-Occ?,Last Inspection Rating - Final,Last Inspection Rating - Recommended,Last Inspection Date,Second to Last Inspection Type,Second to Last Inspection Standard,Second to Last Inspection Pre-Occ?,Second to Last Rating,Second to Last Inspection Date,Next Inspection Date,Next Inspection Standard,Next Inspection Type,Next Insp Pre-Occ?,CY17 Rating,CY16 Rating,CY15 RATING,CY14 RATING,CY13 RATING,CY12 RATING,CY11 RATING,CY10 RATING,EMDD Notes,EMDD USE,ACA,NCCHC,JCHCO,DSM Assigned?,DSM Assignment Type,FY18 Calendar Days in Use,FY18 Possible Days,FY18 % of Days in Use,FY18 Total Mandays,FY17 Calendar Days in Use,FY17 % of Days in Use,FY17 Total Mandays,FY17 Max Pop Count
CROWGMN,CROW WING COUNTY JAIL,313 LAUREL ST,BRAINERD,CROW WING,MN,56401,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/25/11,7/21/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CRYCCTX,CRYSTAL CITY CORRECTIONAL CENTER,6901 N HIGHWAY 83,CRYSTAL CITY,ZAVALA,TX,78839,5,SNA,SNA,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",350,0%,0,1/5/14,12/20/98,0,0,0,0,0,40,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,5/13/10,,,$52.00,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,NDS,,N/A,Regular,NDS,No,Acceptable,Acceptable,7/11/13,Regular,NDS,Yes,Special Review - Pre-Occupancy,4/4/13,,N/A,N/A,No,,,,,Acceptable,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CSCSFGA,CSC SOUTH FULTON MUNICIPAL JAIL,6500 WATSON STREET,UNION CITY,FULTON,GA,30291,11,ATL,ATL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,3/7/06,4/4/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CASPSAC,CSP-SACRAMENTO,100 PRISON ROAD,REPRESA,SACRAMENTO,CA,95671,9,SFR,,IGSA,IGSA,Yes,Female/Male,,AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0
CASPSOL,CSP-SOLANO,2100 PEABODY ROAD,VACAVILLE,SOLANO,CA,95696,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CATFSOL,CTF-SOLEDAD,P.O. BOX 686,SOLEDAD,MONTEREY,CA,93960,9,SFR,SFR,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CULBETX,CULBERSON COUNTY,301 LA CAVERNA,VAN HORN,CULBERSON,TX,79855,5,ELP,,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,$37.19,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,8/8/08,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CULPEVA,CULPEPER COUNTY ADULT DETENTION CENTER,131 W. CAMERON ST.,CULPEPER,CULPEPER,VA,22701,4,WAS,HBG,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
NEW608,CUMBERLAND COUNTY DETENTION CENTER,204 GILLESPIE ST,FAYETTEVILLE,CUMBERLAND,NC,28301,4,ATL,,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Superior,Acceptable,3/20/08,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CUMBEME,CUMBERLAND COUNTY JAIL,50 COUNTY WAY,PORTLAND,CUMBERLAND,ME,04102,1,BOS,POM,USMS IGA,USMS IGA,Yes,Male,"A, B, C, D",70,4%,5,11/4/17,5/26/93,6,3,3,1,1,1,2,4,6,13,39,3,2,2,2,4,3,1,1,5,5,7,3,5,8,12,5,5,32,96,35,48,28,85,13,8,26,15,3,3,2,1,1,2,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,2,0,2,YES,COUNTY,COUNTY (SHERIFF),COUNTY,1/8/97,,,$130.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,8/22/17,ORSA,NDS,No,Acceptable,8/31/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Superior,,No,YES,YES,NO,No,NONE,35,400,9%,"1,109",351,96%,"1,159",12
CUMBEIL,CUMBERLAND COUNTY JAIL,228 NORTH CENTRAL AVENUE,PARIS,CUMBERLAND,IL,61944,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/6/02,10/16/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
BOPCUM,CUMBERLAND FEDERAL CORRECTIONAL INSTITUTE,14601 BURBRIDGE ROAD SE,CUMBERLAND,ALLEGANY,MD,21502,4,BAL,BAL,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,4/13/10,7/13/98,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CURRYNM,CURRY COUNTY DETENTION FACILITY,801 MITCHELL STREET,CLOVIS,CURRY COUNTY,NM,88101,10,ELP,EPC,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
CUSTEMT,CUSTER COUNTY JAIL,1010 MAIN STREET,MILES CITY,CUSTER,MT,59301,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,10/28/08,3/12/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DADECFL,DADE COUNTY CORRECTIONAL,1321 NW 13 STREET,MIAMI,MIAMI-DADE,FL,33034,11,MIA,MIA,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,5/17/07,12/12/88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DAKOTNE,DAKOTA COUNTY JAIL,1601 BROADWAY,DAKOTA CITY,DAKOTA,NE,68731,8,SPM,OMA,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",20,11%,2,11/4/17,11/21/94,6,2,2,1,0,1,1,2,2,2,0,1,1,0,1,3,5,3,3,3,4,4,2,2,4,4,2,2,32,223,98,75,18,102,27,2,18,14,3,0,1,1,0,2,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,YES,COUNTY,COUNTY (SHERIFF),COUNTY,5/16/07,,,$65.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,9/21/17,ORSA,NDS,No,Acceptable,8/11/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Superior,,Yes,NO,NO,NO,No,NONE,28,400,7%,880,265,73%,850,14
BOPDAL,DALBY CORRECTIONAL INSTITUTE,805 NORTH AVENUE F,POST,GARZA,TX,79356,5,DAL,,BOP,BOP,No,Female/Male,"B, C, D",AS NEEDED,,0,6/20/17,3/23/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,40,"1,147",0,0,40,"1,145",0,0,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,0,400,0%,0,3,1%,44,28
VTDCORR,DALE CORRECTIONAL FACILITY (VERMONT DEPARTMENT OF ,103 SOUTH MAIN STREET,WATERBURY,WASHINGTON,VT,05671,2,BOS,BOS,IGSA,IGSA,Yes,Female/Male,"B, C, D",AS NEEDED,,0,1/11/17,7/31/96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,2,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,,,,$130.00,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Superior,Good,6/13/07,Regular,NDS,No,Superior,6/22/06,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,1,0%,1,1
HAILEID,DALE G. HAILE DETENTION CENTER,1115 ALBANY,CALDWELL,CANYON,ID,83605,9,SLC,BOI,IGSA,IGSA,Yes,Male,"A, B, C, D",AS NEEDED,,0,10/29/17,7/16/93,1,0,0,0,0,0,1,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,45,16,37,8,44,16,36,8,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,2/25/92,,,$54.00,,AUTHORIZED,DMCP,Over 72,Local Standards,,Annual,ORSA,NDS,No,Acceptable,,9/5/17,ORSA,NDS,No,Acceptable,8/4/16,,NDS,ORSA,No,Acceptable,Acceptable,,Acceptable,Acceptable,,Acceptable,Superior,2007 DEFICIENT,No,NO,NO,NO,No,NONE,8,400,2%,91,47,13%,56,3
DALCOTX,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,111 WEST COMMERCE STREET,DALLAS,DALLAS,TX,75202,5,DAL,DAL,USMS IGA,USMS IGA,Yes,Female/Male,"A, B",AS NEEDED,,0,11/4/17,5/7/90,22,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,8,9,7,9,8,1,1,,,199,"1,229",0,0,198,"1,225",0,0,219,57,0,0,3,5,1,2,0,0,0,0,9,0,0,0,5,3,0,0,1,2,3,3,2,7,,,COUNTY,COUNTY,,,,$55.00,,AUTHORIZED,DMCP,Under 72,Local Standards,,Annual,ORSA,NDS,No,Acceptable,,10/20/17,N/A,,No,,,,NDS,ORSA,No,Acceptable,,,,,,,,,No,NO,NO,NO,No,,32,400,8%,"3,486",161,44%,"1,213",21
DALCOIA,DALLAS COUNTY SHERIFFS OFFICE,201 NORTH 8TH STREET,ADEL,DALLAS,IA,50003,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/1/05,9/17/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DALHOLD,DALLAS FIELD OFFICE HOLD ROOM,8101 N STEMMONS FWY,DALLAS,DALLAS,TX,75247,5,DAL,DAL,Other,HOLD,Yes,Male,"A, B, C",AS NEEDED,,0,9/25/17,2/26/97,0,0,1,1,1,0,2,2,6,4,5,1,1,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,886,"11,937","12,122","10,320",182,"2,812","2,281","2,515",187,213,182,172,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,308,84%,470,22
BOPDAN,DANBURY FEDERAL CORRECTIONAL INSTITUTE,ROUTE 37,DANBURY,FAIRFIELD,CT,06811,2,BOS,HAR,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,6/21/99,5/29/86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DANCOWI,DANE COUNTY JAIL,21 MARTIN LUTHER KING DRIVE,MADISON,DANE,WI,53703,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,12/4/07,2/12/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,5/24/07,Regular,NDS,No,Superior,6/13/06,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DAPHNAL,DAPHNE POLICE DEPARTMENT CORRECTIONAL CENTER,1502 US HWY 98,DAPHNE,BALDWIN,AL,36526,11,NOL,NOL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/21/04,6/2/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DAUPHPA,"DAUPHIN COUNTY JAIL, PA",501 MALL ROAD,HARRISBURG,DAUPHIN,PA,17111,3,PHI,,Other,Other,Yes,Female/Male,,AS NEEDED,,0,7/3/17,7/3/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,0,400,0%,0,1,0%,1,1
DAVIDTN,DAVIDSON COUNTY SHERIFF,448 2ND AVENUE,NASHVILLE,DAVIDSON,TN,37210,6,NOL,NOL,IGSA,IGSA,Yes,Male,"A, B, C, D",AS NEEDED,,3,11/4/17,5/21/97,18,8,5,4,4,5,6,14,18,17,26,5,4,3,4,6,5,4,6,6,5,9,9,4,3,3,3,2,128,627,533,578,127,622,529,568,155,100,101,97,3,5,1,4,0,4,0,4,1,3,3,1,5,3,0,0,1,2,2,3,3,5,YES,COUNTY,COUNTY (SHERIFF),COUNTY,8/9/07,,,$61.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,8/29/17,ORSA,NDS,No,Acceptable,8/31/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Superior,,No,YES,NO,NO,No,NONE,34,400,9%,"3,303",355,97%,"1,740",16
DAVISUT,DAVIS COUNTY,800 WEST STATE STREET,FARMINGTON,DAVIS,UT,84025,10,SLC,SLC,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/14/08,9/6/92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Acceptable,Deficient,10/23/08,Regular,NDS,No,Superior,6/28/06,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DAVISSD,DAVISON COUNTY (SOUTH DAKOTA),1015 SOUTH MILLER AVENUE,MITCHELL,DAVISON,SD,57301,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/16/05,5/13/96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DAWSOMT,DAWSON COUNTY JAIL,207 WEST BELL,GLENDIVE,DAWSON,MT,59330,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,9/23/13,6/4/06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,,,,$58.60,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DAWSONE,DAWSON COUNTY JAIL,709 N GRANT ST,LEXINGTON,DAWSON,NE,68850,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,6/30/04,1/26/94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DCDOCDC,DC DEPARTMENT OF CORRECTIONS,1923 VERMONT AVENUE NORTHWEST,WASHINGTON,DISTRICT OF COLUMBIA,DC,20001,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/3/09,3/9/92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CCA,,,,,b)(4),,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
DEAPDMI,DEARBORN POLICE DEPARTMENT,16099 MICHIGAN AVE,DEARBORN,WAYNE,MI,48126,6,DET,DET,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",8,61%,4,11/4/17,3/19/91,9,5,3,2,2,3,4,5,6,7,6,1,2,3,4,5,4,4,4,4,5,4,5,5,1,1,1,1,144,"1,135",618,576,115,664,264,259,125,69,34,26,3,2,2,1,1,1,1,1,3,1,0,0,1,2,0,1,0,1,0,3,2,3,YES,CITY,CITY,CITY,8/21/07,,75,"75 (GM for DEAPDMI and CALHOMI combined); $72.00 (1-75), $40.00 (76-125), $64.27 (126+)",Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,7/18/17,ORSA,NDS,No,Acceptable,8/4/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,Yes,NO,NO,NO,No,NONE,35,400,9%,"1,943",325,89%,"1,255",14
