DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,Male.Crim,Male.Non.Crim,Female.Crim,Female.Non.Crim,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use,FY18.Possible.Days,FY18...of.Days.in.Use,FY18.Total.Mandays,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,capacity
DEAPDMI,16099 MICHIGAN AVE DEARBORN MI,368,-83.20012602,42.313404,DEARBORN POLICE DEPARTMENT,DEARBORN,WAYNE,MI,48126,6,DET,DET,IGSA,IGSA,Yes,Female/Male,8,61%,4,11/4/17,3/19/91,1991,9,3,2,2,1,1,1,1,1,1,2,0,1,2,3,YES,CITY,CITY,CITY,8/21/07,NA,#VALUE!,75,"75 (GM for DEAPDMI and CALHOMI combined); $72.00 (1-75), $40.00 (76-125), $64.27 (126+)",Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,NDS,,No,Acceptable,,7/18/17,Acceptable,,Yes,NO,NO,NO,No,NONE,35,400,9%,"1,943",325,89%,"1,255",14,8
DEKABAL,2801 JORDAN RD SW FT PAYNE AL,371,-85.75988718,34.42886532,DEKALB COUNTY JAIL,FT PAYNE,DEKALB COUNTY,AL,35968,11,NOL,,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
DEKALAL,2801 JORDAN ROAD FORT PAYNE AL,369,-85.75988718,34.42886532,DEKALB COUNTY DETENTION CENTER,FORT PAYNE,DEKALB,AL,35968,11,NOL,NOL,USMS IGA,USMS IGA,Yes,Female/Male,60,77%,42,11/4/17,9/2/08,2008,97,19,27,10,23,3,19,2,20,23,17,4,2,20,26,YES,COUNTY,COUNTY (SHERIFF),COUNTY,6/28/07,NA,#VALUE!,NA,$47.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,ACA and FPBDS,,No,Acceptable,Acceptable,1/6/17,Acceptable,,No,NO,NO,NO,No,NONE,35,400,9%,"18,526",372,102%,"12,163",79,60
DEKALGA,4415 MEMORIAL DR DECATUR GA,370,-84.24460503,33.775661,DEKALB COUNTY JAIL,DECATUR,DEKALB,GA,30032,11,ATL,ATL,IGSA,IGSA,Yes,Female/Male,0,,0,12/28/09,5/26/81,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DELAWNY,"COURT HOUSE SQUARE, 280 PHOEBEE LANE DELHI NY",377,-74.91064003,42.29151998,DELAWARE COUNTY JAIL,DELHI,DELAWARE,NY,13753,2,BUF,BUF,IGSA,IGSA,Yes,Female/Male,0,,0,2/7/08,10/29/87,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DELAWPA,500 CHAYNEY ROAD THORNTON PA,375,-75.51407303,39.90297899,DELAWARE CO JAIL (GEORGE W. HILL),THORNTON,DELAWARE,PA,19373,3,PHI,PHI,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,11/4/17,7/15/15,2015,5,1,1,1,1,1,1,0,0,1,1,0,0,1,1,YES,COUNTY,COUNTY,COUNTY,7/15/15,NA,#VALUE!,NA,$80.87 ,,AUTHORIZED,DMCP,Under 72,NDS,,No,Acceptable,,8/17/17,Acceptable,,No,YES,YES,NO,No,,29,400,7%,697,289,79%,686,9,1
DELTACO,P.O. BOX 172 DELTA CO,378,-108.07087,38.74518,DELTA COUNTY JAIL,DELTA,DELTA,CO,81416,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,8/5/09,7/15/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DELWAOH,844 US 42 NORTH DELAWARE OH,376,-83.04806899,40.31215002,DELAWARE COUNTY JAIL,DELAWARE,DELAWARE,OH,43015,6,DET,,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,4/16/08,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,9/30/09,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DENCICO,1330 CHEROKEE STREET DENVER CO,380,-104.9916026,39.73741276,DENVER CITY PADF,DENVER,DENVER,CO,80201,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,10/13/09,5/10/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DENHOLD,4730 PARIS ST. DENVER CO,384,-104.848451,39.783055,DENVER HOLD ROOM,DENVER,DENVER,CO,80239,10,DEN,DEN,Other,HOLD,Yes,Male,0,,1,11/1/17,10/7/07,2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,12,400,3%,217,107,29%,146,4,1
DENICDF,3130 N. OAKLAND ST. AURORA CO,381,-104.8490658,39.76105216,DENVER CONTRACT DETENTION FACILITY,AURORA,ARAPAHOE,CO,80010,10,DEN,DEN,CDF,CDF,Yes,Female/Male,848,76%,646,11/4/17,4/11/87,1987,683,212,431,395,325,210,268,172,223,407,190,24,22,426,218,YES,GEO,GEO,GEO,10/1/06,9/15/21,2021,525,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,9/28/17,Meets Standard,,No,YES,YES,NO,Yes,PERMANENT,35,400,9%,"257,520",372,102%,"262,842",926,848
DENTOTX,127 NORTH WOODROW LANE DENTON TX,379,-97.11371699,33.214054,DENTON COUNTY JAIL,DENTON,DENTON,TX,76205,5,DAL,DAL,IGSA,IGSA,Yes,Female/Male,0,,0,8/18/04,4/21/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DENVECO,10500 EAST SMITH ROAD DENVER CO,382,-104.8654411,39.76839039,DENVER COUNTY JAIL,DENVER,DENVER,CO,80239,10,DEN,DEN,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,10/16/13,3/7/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY,,9/1/01,NA,#VALUE!,NA,$70.20 ,,USE PROHIBITED,DMCP,Over 72,,,No,Acceptable,Repeat Finding,10/13/11,,2008 DEFICIENT,Yes,YES,YES,NO,No,,0,400,0%,0,0,0%,0,0,1
DEPCOGU,3 MASHBURN LANE MANGILAO GU,385,144.83951,13.46505,DEPARTMENT OF CORRECTIONS - MANGILAO,MANGILAO,GUAM,GU,96913,9,SFR,AGA,IGSA,IGSA,Yes,Female/Male,0,,1,11/4/17,1/23/95,1995,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,,FEDERAL,,NA,NA,#VALUE!,NA,$50.01 ,,USE PROHIBITED,DMCP,Over 72,,,No,Good,Good,3/31/09,,,No,NO,NO,NO,No,,26,400,7%,297,26,7%,26,1,1
DEPYOGU,"169 SAN ISIDRO ST., BLDG. C BARRIGADA GU",387,144.7979974,13.45005273,DEPARTMENT OF YOUTH AFFAIRS,BARRIGADA,GUAM,GU,96921,9,SFR,AGA,IGSA,JUVENILE,Yes,Female/Male,0,,0,5/26/09,12/28/00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,$50.01 ,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DESCHOR,DESCHUTES COUNTY SHERIFF'S DEPARTMENT BEND OR,389,-121.30629,44.09989,DESCHUTES COUNTY JAIL,BEND,DESCHUTES,OR,97701,9,SEA,POO,IGSA,IGSA,Yes,Female/Male,0,,0,2/7/04,5/16/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DETHOLD,333 MT. ELLIOT AVE DETROIT MI,1333,-83.00942004,42.34244,"U.S. IMMIGRATION, DETROIT",DETROIT,WAYNE,MI,48207,6,DET,DET,Other,HOLD,Yes,Female/Male,0,,0,9/27/17,6/10/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,7,2%,7,1,1
DEVILND,222 WEST WALNUT DEVILS LAKE ND,393,-98.86674996,48.10727999,DEVILS LAKE LAW ENFORCEMENT CENTER,DEVILS LAKE,RAMSEY,ND,58301,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,10/24/05,3/17/92,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DEWITIL,101 WEST WASHINGTON CLINTON IL,394,-88.96062676,40.15368305,DEWITT COUNTY JAIL,CLINTON,DE WITT,IL,61727,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,8/13/06,6/27/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,6/24/08,,2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DHDFNJ,451 DOREMUS AVENUE NEWARK NJ,374,-74.12854803,40.71818102,DELANEY HALL DETENTION FACILITY,NEWARK,NEWARK,NJ,7105,3,NEW,NEW,IGSA,IGSA,Yes,Female/Male,0,,0,2/22/17,8/29/11,2011,0,0,0,0,0,161,20,105,21,0,0,0,0,0,0,YES,CEC MEDICAL CONTRACTOR,CEC,PRIVATE,8/11/11,NA,#VALUE!,NA,b)(4),Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,PBNDS 2011,Standard 2.11,No,Meets Standard,Meets Standard,1/7/16,,,No,NO,NO,NO,No,NONE,0,400,0%,0,145,40%,146,2,1
DICKETX,100 AIRPORT RD. SPUR TX,395,-97.14069499,32.55423599,DICKENS COUNTY DETENTION,SPUR,DICKENS,TX,79370,5,DAL,DAL,IGSA,IGSA,Yes,Female/Male,0,,0,3/28/07,7/6/04,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DLAMOCA,23700 CAMINO DEL SOL TORRANCE CA,372,-118.344242,33.81033798,DEL AMO PSYCHIATRIC HOSPITAL,TORRANCE,LOS ANGELES,CA,90505,9,LOS,LOS,Other,HOSPITAL,No,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DLRHOLD,2401 DODSON AVENUE DEL RIO TX,373,-100.89908,29.39265001,DEL RIO HOLD ROOM,DEL RIO,VAL VERDE,TX,78840,5,SNA,SNA,Other,HOLD,Yes,Female/Male,0,,0,10/30/17,7/1/13,2013,21,2,0,1,0,1,0,0,0,0,1,0,1,2,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,8,400,2%,834,54,15%,408,28,1
DNHMCCO,777 BANNOCK STREET DENVER CO,383,-104.991034,39.72858901,DENVER HEALTH MEDICAL CENTER,DENVER,DENVER,CO,80204,10,DEN,DEN,Other,HOSPITAL,No,Female/Male,0,,0,9/30/17,5/20/14,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,0,400,0%,0,18,5%,20,2,1
DOCORNE,710 SOUTH 17TH ST OMAHA NE,405,-95.93876703,41.25311999,DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS,OMAHA,DOUGLAS,NE,68102,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,41,11/4/17,3/5/91,1991,43,5,37,4,58,8,74,5,57,32,4,4,1,22,19,YES,COUNTY,COUNTY (CORRECTIONS),COUNTY,2/16/07,NA,#VALUE!,NA,$84.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,PBNDS 2008,Standard 2.11,No,Pending,Meets Standard,10/26/17,Pending,,No,YES,YES,NO,No,NONE,35,400,9%,"16,434",372,102%,"22,870",130,1
DODGEIA,7105 NW 7OTH AVE. JOHNSTON IA,201,-93.71222,41.67234,CAMP DODGE,JOHNSTON,POLK,IA,50131,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,12/14/06,12/12/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DODGENE,428 NORTH BROAD STREET FREMONT NE,398,-96.49864777,41.43327826,DODGE COUNTY JAIL,FREMONT,DODGE,NE,68025,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,2/5/03,3/3/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DODGEWI,215 WEST CENTRAL STREET JUNEAU WI,397,-88.70527221,43.40818875,DODGE COUNTY JAIL,JUNEAU,DODGE,WI,53039,7,CHI,CHI,USMS IGA,USMS IGA,Yes,Female/Male,265,65%,177,11/4/17,9/2/86,1986,196,36,138,32,158,42,157,12,148,130,30,8,6,122,51,YES,CORRECTIONAL HEALTH CARE,COUNTY (SHERIFF),COUNTY,4/6/01,NA,#VALUE!,NA,$75.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,FPBDS,,No,Acceptable,Acceptable,3/30/17,Acceptable,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,Yes,ROVING,35,400,9%,"69,371",372,102%,"69,536",222,265
DONAANM,1850 COPPER LOOP LAS CRUCES NM,400,-106.805885,32.30265899,DONA ANA COUNTY DETENTION CENTER,LAS CRUCES,DONA ANA,NM,88004,10,ELP,ELP,IGSA,IGSA,Yes,Female/Male,0,,0,2/5/17,5/8/01,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$62.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,12/9/08,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,87,24%,426,11,1
DORCHMD,829 FIELDCREST ROAD CAMBRIDGE MD,401,-76.05847998,38.54785001,DORCHESTER COUNTY DETENTION CENTER,CAMBRIDGE,DORCHESTER,MD,21613,4,BAL,WCD,IGSA,IGSA,Yes,Female/Male,0,,0,6/6/13,9/29/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (CORRECTIONS),COUNTY,9/2/97,NA,#VALUE!,NA,$64.97 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,,Standard 2.11,No,Acceptable,Acceptable,7/12/12,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DOUGLCO,355 SOUTH WILCOX CASTLE ROCK CO,407,-104.862866,39.36652998,DOUGLAS COUNTY JAIL,CASTLE ROCK,DOUGLAS,CO,80104,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,5/19/14,1/9/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,COUNTY,NA,NA,#VALUE!,NA,$65.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,,,No,Acceptable,Not Rated,8/7/13,,2008 DEFICIENT,No,NO,YES,NO,No,,0,400,0%,0,0,0%,0,0,1
DOUGLMN,BOX 56 ALEXANDRIA MN,403,-95.36634,45.88939,DOUGLAS COUNTY,ALEXANDRIA,DOUGLAS,MN,56308,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,5/23/07,8/20/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DOUGLOR,DOUGLAS COUNTY SHERIFF'S OFFICE ROSEBURG OR,404,-123.34327,43.21089,DOUGLAS COUNTY,ROSEBURG,DOUGLAS,OR,97470,9,SEA,MED,IGSA,IGSA,Yes,Female/Male,0,,0,2/27/13,4/4/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$73.20 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,9/12/06,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DOUGLWI,1409 HAMMOND AVENUE SUPERIOR WI,402,-92.09797721,46.72177181,DOUGLAS COUNTY,SUPERIOR,DOUGLAS,WI,54880,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,8/20/17,1/4/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Deficient,7/9/08,,,No,NO,NO,NO,No,,0,400,0%,0,25,7%,73,7,1
DRURYCO,4380 PEORIA ST DENVER CO,409,-104.846347,39.77555902,DRURY INN,DENVER,DENVER,CO,80239,10,DEN,DEN,Other,Other,Yes,Female,0,,0,4/2/17,3/23/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOTEL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,2,1%,2,1,1
DSMHOLD,UNAVAILABLE DES MOINES IA,388,-93.61538,41.58981,DES MOINES HOLD ROOM,DES MOINES,POLK,IA,50301,8,SPM,OMA,Other,HOLD,Yes,Female/Male,0,,0,9/30/17,6/17/13,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,23,6%,23,1,1
DSRTVCA,16850 BEAR VALLEY ROAD VICTORVILLE CA,390,-117.297736,34.47202001,DESERT VALLEY HOSPITAL,VICTORVILLE,COUNTY,CA,92395,9,LOS,ADE,Other,HOSPITAL,No,Female/Male,0,,0,12/27/16,6/11/14,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,0,400,0%,0,3,1%,3,1,1
DUGLSCO,4000 JUSTICE WAY CASTLE ROCK CO,406,-104.864393,39.40198602,DOUGLAS COUNTY DETENTION FACILITY,CASTLE ROCK,DOUGLAS,CO,80109,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,6/25/07,9/26/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,11/4/93,NA,#VALUE!,NA,$65.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DUPAGIL,501 NORTH COUNTY FARM ROAD WHEATON IL,411,-88.14154891,41.86903627,DUPAGE COUNTY SHERIFF'S OFFICE,WHEATON,DUPAGE,IL,60187,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,8/14/03,6/13/85,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DURHOLD,32 SHEPPARD DRIVE DURANGO CO,412,-107.874251,37.23717499,DURANGO HOLDROOM,DURANGO,FLOYD,CO,81303,10,DEN,DEN,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DURJFAZ,3225 W. GIBSON LANE PHOENIX AZ,792,-112.1262159,33.42707565,MARICOPA DURANGO - PHO,PHOENIX,MARICOPA,AZ,85009,9,PHO,PHO,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$70.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Deficient,11/13/08,,2008 DEFICIENT,Yes,NO,YES,NO,No,,0,400,0%,0,0,0%,0,0,1
DUTCHAK,29 SAFETY WAY UNALASKA AK,1339,-166.5411681,53.87117062,UNALASKA CITY JAIL,UNALASKA,ALEUTIANS WEST,AK,99685,9,SEA,SEA,IGSA,IGSA,Yes,Female/Male,0,,0,1/25/09,11/14/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,$150.00 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,7/22/09,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DUVALFL,500 EAST ADAMS STREET JACKSONVILLE FL,413,-81.65110899,30.326211,DUVAL/JACKSONVILLE JAIL,JACKSONVILLE,DUVAL,FL,32202,11,MIA,ORL,IGSA,IGSA,Yes,Female/Male,0,,0,9/13/09,10/13/08,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$67.66 ,,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Not Rated,1/7/09,,2009 DEFICIENT,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DVDHOLD,1305 MCD DRIVE DOVER DE,408,-75.48774304,39.15591002,DOVER HOLDROOM,DOVER,KENT,DE,19901,3,PHI,DVD,Other,HOLD,Yes,Female/Male,0,,0,9/13/16,4/23/09,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DVHOSTX,400 HWY 77 WEST SAN BENITO TX,399,-97.63904213,26.12893573,DOLLY VINSANT,SAN BENITO,CAMERON,TX,78586,5,SNA,PIC,Other,HOSPITAL,No,Female/Male,0,,0,10/16/05,7/26/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
DVPSYAZ,570 WEST BROWN ROAD MESA AZ,391,-111.845306,33.43530599,DESERT VISTA PSYCHIATRIC,MESA,MARICOPA,AZ,85201,9,PHO,FLO,Other,HOSPITAL,No,Female/Male,0,,0,1/6/03,1/20/02,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
EAGLECO,885 CHAMBERS AVE. EAGLE CO,414,-106.81791,39.66394002,EAGLE COUNTY JAIL,EAGLE,EAGLE,CO,81631,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,5/6/14,11/19/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY (SHERIFF),COUNTY,10/13/93,NA,#VALUE!,NA,$47.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,,,No,Acceptable,Not Rated,8/7/13,,,No,NO,YES,NO,No,,0,400,0%,0,0,0%,0,0,1
EASTEVA,5245 THE HORNES EASTVILLE VA,420,-75.94785891,37.35313415,EASTERN SHORE REGIONAL JAIL,EASTVILLE,NORTHAMPTON,VA,23347,4,BAL,,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,6/19/08,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
EAZ,1705 EAST HANNA RD. ELOY AZ,441,-111.5200207,32.81758755,ELOY FEDERAL CONTRACT FACILITY,ELOY,PINAL,AZ,85131,9,PHO,EAZ,IGSA,DIGSA,Yes,Female/Male,"1,550",90%,NA,11/4/17,3/10/91,1991,"1,444",780,621,759,619,742,691,711,690,519,480,102,300,645,756,YES,IHSC,CCA,CITY,2/17/06,NA,#VALUE!,NA,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,2/2/17,Meets Standard,,No,YES,YES,NO,Yes,PERMANENT,35,400,9%,"560,423",372,102%,"502,952","1,489",1550
