DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Female Level A,Female Level B,Female Level C,Female Level D,Male Level A,Male Level B,Male Level C ,Male Level D ,Female Level A ,Female Level B ,Female Level C ,Female Level D ,Male Level A ,Male Level B ,Male Level C,Male Level D,Female Non-Crim,Female Crim,Male Non-Crim,Male Crim,Female Non-Crim ,Female Crim ,Male Non-Crim ,Male Crim 
EDCHOLD,EDEN HOLD ROOM,HIGHWAY 87 EAST,EDEN,CONCHO,TX,76837,5,DAL,EDC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPEDG,EDGEFIELD FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 723,EDGEFIELD,EDGEFIELD,SC,29824,4,ATL,ATL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECC,EL CENTRO SERVICE PROCESSING CENTER,1115 NORTH IMPERIAL AVENUE,EL CENTRO,IMPERIAL,CA,92243,9,SND,ECC,SPC,SPC,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOEHOLD,EL PASO BOEING DR HOLDROOM,6451 BOEING DRIVE,EL PASO,EL PASO,TX,79925,5,ELP,EPC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELPASCO,EL PASO COUNTY CRIMINAL JUSTICE CENTER,2739 EAST LAS VEGAS,COLORADO SPRINGS,EL PASO,CO,80906,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELPCOTX,EL PASO COUNTY JAIL (TEXAS),P.O. BOX 125,EL PASO,EL PASO,TX,79925,5,ELP,VRK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELPHOLD,EL PASO HOLD ROOM,8915 MONTANA AVE,EL PASO,EL PASO,TX,79925,5,ELP,EPC,Other,HOLD,Yes,4,0,0,0,4,0,0,0,1,0,0,0,3,1,0,0,4,0,4,0,1,0,4,0
EPCJUVI,EL PASO JUVENILE,8915 MONTANA ST.,EL PASO,EL PASO,TX,79925,5,ELP,EPC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
EPC,EL PASO SERVICE PROCESSING CENTER,8915 MONTANA AVE.,EL PASO,EL PASO,TX,79925,5,ELP,EPC,SPC,SPC,Yes,177,89,9,2,237,162,55,39,0,0,0,0,0,0,0,0,197,80,284,209,0,0,0,0
BOPERE,EL RENO FEDERAL CORRECTIONAL INSTITUTE,HWY 66 WEST,EL RENO,CANADIAN,OK,73036,10,DAL,OKC,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELBERCO,ELBERT COUNTY JAIL,P.O.BOX 486,KIOWA,ELBERT,CO,80117,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELGPDIL,ELGIN POLICE DEPARTMENT,151 DOUGLAS AVENUE,ELGIN,KANE,IL,60120,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELZICDF,ELIZABETH CONTRACT DETENTION FACILITY,625 EVANS STREET,ELIZABETH,UNION,NJ,7201,3,NEW,NEW,CDF,CDF,Yes,26,2,0,0,195,79,8,0,0,0,0,0,0,0,0,0,20,8,148,134,0,0,0,0
BOPELK,ELKTON FEDERAL CORRECTIONAL INSTITUTE,8730 SCROGGS ROAD,ELKTON,COLUMBIANA,OH,44415,6,DET,CLE,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMORID,ELMORE COUNTY JAIL,2255 E. 8TH NORTH,MOUNTAIN HOME,ELMORE,ID,83647,9,SLC,BOI,USMS IGA,USMS IGA,Yes,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0
EAZ,ELOY FEDERAL CONTRACT FACILITY,1705 EAST HANNA RD.,ELOY,PINAL,AZ,85131,9,PHO,EAZ,IGSA,DIGSA,Yes,313,71,36,14,426,167,211,191,3,0,0,0,3,1,0,0,326,108,490,505,3,0,4,0
ELYRIOH,ELYRIA CITY JAIL,18 WEST AVENUE,ELYRIA,LORAIN,OH,44035,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBSYCO,EMBASSY SUITES HOTEL,4444 HAVANA ST.,DENVER,DENVER,CO,80239,10,DEN,DEN,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMMETIA,EMMET COUNTY JAIL,114 NORTH 6TH STREET,ESTHERVILLE,EMMET,IA,51334,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPENG,ENGLEWOOD FEDERAL CORRECTIONAL INSTITUTION,9595 WEST QUINCEY  AVE,LITTLETON,JEFFERSON,CO,80123,10,DEN,DEN,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQXJVNY,EQUINOX SHELTER,35 SOUTH FERRY ST,ALBANY,ALBANY,NY,12202,2,BUF,BUF,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIRCONY,ERIE COUNTY CORRECTIONAL,11581 WALDEN AVENUE,ALDEN,ERIE,NY,14004,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIRHONY,ERIE COUNTY HOLDING CENTER,40 DELAWARE AVENUE,BUFFALO,ERIE,NY,14202,2,BUF,BUF,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICONY,ERIE COUNTY HOLDING CENTER,40 DELAWARE AVE,BUFFALO,ERIE,NY,14202,2,BUF,BUF,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICOPA,ERIE COUNTY JAIL,1618 ASH STREET,ERIE,ERIE,PA,16503,3,PHI,PIT,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ECMCBNY,ERIE COUNTY MEDICAL CENTER,462 GRIDER STREET,BUFFALO,ERIE,NY,14215,2,BUF,BUF,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESCAMAL,ESCAMBIA COUNTY DETENTION CENTER,316 COURT ST.,BREWTON,ESCAMBIA,AL,34626,11,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSEXMA,ESSEX COUNTY,ESSEX COUNTY HOUSE OF CORRECTION,MIDDLETON,ESSEX,MA,1949,1,BOS,BOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSEXNJ,ESSEX COUNTY CORRECTIONAL FACILITY,354 DOREMUS AVENUE,NEWARK,ESSEX,NJ,7105,3,NEW,NEW,IGSA,IGSA,Yes,0,0,0,0,116,59,318,208,0,0,0,0,0,0,0,0,0,0,286,415,0,0,0,0
ESSEXNY,ESSEX COUNTY JAIL (NEW YORK),702 STOWERSVILLE ROAD,LEWIS,ESSEX,NY,12950,2,BUF,MLN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPEST,ESTILL FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 699,ESTILL,HAMPTON,SC,29918,4,ATL,ATL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETOWAAL,ETOWAH COUNTY JAIL (ALABAMA),827 FORREST AVENUE,GADSDEN,ETOWAH,AL,35901,11,NOL,ATL,USMS IGA,USMS IGA,Yes,0,0,0,1,95,34,63,104,0,0,0,0,0,0,0,0,0,1,87,209,0,0,0,0
ETWHOLD,ETOWAH ERO HOLD ROOM,UNAVAILABLE,GADSDEN,ETOWAH,AL,35901,11,NOL,ETW,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUGHOLD,EUGENE HOLD ROOM,211 EAST 7TH AVENUE,EUGENE,LANE,OR,97401,9,SEA,EUG,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EULESTX,EULESS CITY JAIL,1102 W. EULESS BLVD.,EULESS,TARRANT,TX,76040,5,DAL,DAL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKFAIRB,FAIRBANKS CORRECTIONAL CENTER,1931 EAGAN STREET,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701,9,SEA,ANC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXADCVA,FAIRFAX COUNTY ADULT DETENTION CENTER,10520 JUDICIAL DRIVE,FAIRFAX,FAIRFAX,VA,22030,4,WAS,WAS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAICOVA,FAIRFAX COUNTY JAIL,4110 CHAIN BRIDGE RD,FAIRFAX,FAIRFAX,VA,22030,4,WAS,WAS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPFAI,FAIRTON FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 280,FAIRTON,CUMBERLAND,NJ,8320,3,NEW,NEW,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAULKSD,FAULK COUNTY JAIL,924 LAFOON AVENUE,FAULKTON,FAULK,SD,57438,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAULKAR,FAULKNER COUNTY JAIL,801 LOCUST ST.,CONWAY,FAULKNER,AR,72034,8,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAYETKY,FAYETTE COUNTY DETENTION CENTER,600 OLD FRANKFORD CR,LEXINGTON,FAYETTE,KY,40510,6,CHI,CHI,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAYETTX,FAYETTE COUNTY JAIL,C/O SHERIFF,LA GRANGE,FAYETTE,TX,78945,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAYHOLD,FAYETTEVILLE HOLD ROOM,P.O. BOX 1188 2887 N POINT CIRCLE,FAYETTEVILLE,WASHINGTON,AR,72701,8,NOL,FSA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPGIL,FCI GILMER,201 FCI LANE,GLENVILLE,GILMER,WV,26351,4,PHI,,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPVIM,FCI VICTORVILLE,UNAVAILABLE,VICTORVILLE,SAN BERNARDINO,CA,92392,9,LOS,SBD,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FERRYWA,FERRY COUNTY JAIL,165 NORTH JEFFERSON,REPUBLIC,FERRY,WA,99166,9,SEA,WNT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINNEKS,FINNEY COUNTY JAIL,304 N. 9TH STREET,GARDEN CITY,FINNEY,KS,67846,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIVECOH,FIVE COUNTY JOINT,18100 STATE ROUTE 4,MARYSVILLE,UNION,OH,43040,6,DET,CLE,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLATHMT,FLATHEAD COUNTY JAIL,800 SOUTH MAIN,KALISPELL,FLATHEAD,MT,59901,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPFLM,FLORENCE ADMAX US PENITENTIARY,P.O. BOX 8500,FLORENCE,FREMONT,CO,81226,10,DEN,DEN,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPFLF,FLORENCE FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 6500,FLORENCE,FREMONT,CO,81226,10,DEN,DEN,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLO,FLORENCE SERVICE PROCESSING CENTER,3250 NORTH PINAL PARKWAY,FLORENCE,PINAL,AZ,85132,9,PHO,FLO,SPC,SPC,Yes,0,0,0,0,306,56,2,1,0,0,0,0,4,0,0,0,0,0,282,83,0,0,4,0
FSF,FLORENCE STAGING FACILITY,3250 NORTH PINAL PARKWAY,FLORENCE,PINAL,AZ,85232,9,PHO,FLO,Other,STAGING,Yes,0,0,0,0,76,26,31,21,1,0,0,0,1,0,0,0,0,0,73,81,1,0,1,0
BOPFLP,FLORENCE US PENITENTIARY,P.O. BOX 7500,FLORENCE,FREMONT,CO,81226,10,DEN,DEN,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLOYDIN,FLOYD COUNTY JAIL,311 WEST 1ST ST,NEW ALBANY,FLOYD,IN,47150,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMESGA,FOLKSTON ICE PROCESSING CENTER (D. RAY JAMES),3423 HIGHWAY 252 EAST,FOLKSTON,CHARLTON,GA,31537,11,ATL,JAC,IGSA,DIGSA,Yes,0,0,0,0,182,66,117,190,0,0,0,0,0,0,0,0,0,0,229,326,0,0,0,0
FORDJIL,FORD COUNTY JAIL,235 NORTH AMERICAN STREET,PAXTON,FORD,IL,60957,7,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORDJKS,FORD COUNTY JAIL,1111 MILITARY,DODGE CITY,FORD,KS,67801,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPFOR,FOREST CITY FEDERAL CORRECTIONAL INSTITUTE,P O BOX 7000,FOREST CITY,SAINT FRANCIS,AR,72336,8,NOL,NOL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORKSWA,FORKS CITY JAIL,500 EAST DIVISION,FORKS,CLALLAM,WA,98331,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FORSYNC,FORSYTH COUNTY JAIL,201 NORTH CHURCH STREET,WINSTON-SALEM,FORSYTH,NC,27101,4,ATL,CLT,USMS IGA,USMS IGA,Yes,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FTBENTX,FORT BEND COUNTY JAIL,1410 RANSOM ROAD,RICHMOND,FT. BEND,TX,77469,5,HOU,HOU,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPFTD,FORT DIX FEDERAL CORRECTIONAL INSTITUTE,"HARTFORD & POINTVILLE, BUILDING 5756",FORT DIX,BURLINGTON,NJ,8640,3,NEW,NEW,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTLAUFL,FORT LAUDERDALE CITY JAIL,1300 W.BROWARD BLVD.,FT.LAUDERDALE,BROWARD,FL,33312,11,MIA,KRO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMYHOLD,FORT MYERS ERO HOLD ROOM,8860 SALROSE LANE,FORT MYERS,LEE,FL,33912,11,MIA,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSAHOLD,FORT SMITH HOLD ROOM,UNAVAILABLE,FORT SMITH,SEBASTIAN,AR,72901,8,NOL,FSA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPFTW,FORT WORTH FEDERAL MEDICAL CENTER,3150 HORTON RD,FT. WORTH,TARRANT,TX,76619,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANKKY,FRANKLIN COUNTY,400 COFFEETREE RD,FRANKFORT,JESSAMINE,KY,40356,6,CHI,CHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANKWA,FRANKLIN COUNTY,1016 N 4TH ST,PASCO,FRANKLIN,WA,99301,9,SEA,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANKNC,FRANKLIN COUNTY DETENTION CENTER,285 T KEMP RD,LOUISBURG,FRANKLIN,NC,27549,4,ATL,ATL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREENMA,FRANKLIN COUNTY HOUSE OF CORRECTION,160 ELM STREET,GREENFIELD,FRANKLIN,MA,1301,1,BOS,BOS,USMS IGA,USMS IGA,Yes,0,0,0,1,7,5,21,30,0,0,0,0,0,0,0,0,0,1,18,45,0,0,0,0
FRACONY,FRANKLIN COUNTY JAIL,P.O. BOX 196,MALONE,FRANKLIN,NY,12953,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANKME,FRANKLIN COUNTY JAIL (MAINE),RFD #3 BOX 3160,FARMINGTON,FRANKLIN,ME,4938,1,BOS,POM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRACOVT,FRANKLIN COUNTY JAIL (VERMONT),30 LINCOLN AVENUE,SAINT ALBANS,FRANKLIN,VT,5478,2,BOS,HAR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREDEMD,FREDERICK COUNTY DETENTION CENTER,7300 MARCIE'S CHOICE LANE,FREDERICK,FREDERICK,MD,21704,4,BAL,BAL,IGSA,IGSA,Yes,0,0,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0
FCOHOLD,FREDERICK HOLDROOM,3770 PURITAN WAY,FREDERICK,WELD,CO,80516,10,DEN,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRDHOLD,FREDERICK HOLDROOM,3770 PURITAN WAY,FREDERICK,WELD,CO,80516,10,DEN,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREEBMN,FREEBORN COUNTY ADULT DETENTION CENTER,411 SOUTH BROADWAY AVENUE,ALBERT LEA,FREEBORN,MN,56007,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,10,12,40,27,0,0,0,0,0,0,0,0,0,0,33,56,0,0,0,0
FREESTX,FREESTONE COUNTY JAIL,PO DRAWER 47,FAIRFIELD,FREESTONE,TX,75840,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREMOID,FREMONT COUNTY JAIL,146 NORTH SECOND WEST,ST. ANTHONY,FREMONT,ID,83445,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREMOCO,FREMONT COUNTY JAIL (COLORADO),100 JUSTICE CENTER ROAD,CANON CITY,FREMONT,CO,81212,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREMOWY,FREMONT COUNTY JAIL (WYOMING),450 NORTH 2ND STREET,LANDER,FREMONT,WY,82520,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREMOIA,FREMONT COUNTY SHERIFF,701 CASS STREET,SIDNEY,FREMONT,IA,51652,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRECOCA,FRESNO COUNTY JAIL,2200 FRESNO STREET,FRESNO,FRESNO,CA,93721,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FREHOLD,FRESNO HOLDROOM,733 L STREET,FRESNO,FRESNO,CA,93721,9,SFR,FRE,Other,HOLD,Yes,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
FRIOCTX,FRIO COUNTY JAIL,C/O SHERIFF,PEARSALL,FRIO,TX,78061,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRONTNE,FRONTIER COUNTY JAIL,PO BOX 320,CURTIS,FRONTIER,NE,69025,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FULCONY,FULTON COUNTY JAIL,PO BOX 20,JOHNSTOWN,FULTON,NY,12095,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALLAMT,GALLATIN COUNTY JAIL,615 SOUTH 16TH STREET,BOZEMAN,GALLATIN,MT,59715,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARFICO,GARFIELD COUNTY JAIL,P.O. BOX 249/701 COLORADO,GLENWOOD SPGS,GARFIELD,CO,81601,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTGARCI,GARNER CORRECTIONAL INSTITUTE,50 NUNNSWAUK ROAD,NEWTOWN,FAIRFIELD,CT,6470,2,BOS,HAR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GARVIOK,GARVIN COUNTY DETENTION CENTER,201 WEST GRANT AVENUE,PAULS VALLEY,GARVIN,OK,73075,10,DAL,OKC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GASTNNC,GASTON COUNTY JAIL,425 NORTH MARIETTA STREET,GASTONIA,GASTON,NC,28052,4,ATL,CLT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEAUGOH,GEAUGA COUNTY JAIL,12450 MERRITT DR,CHARDON,GEAUGA,OH,44024,6,DET,CLE,USMS IGA,USMS IGA,Yes,11,3,0,0,16,30,17,15,0,0,0,0,0,0,0,0,8,6,29,49,0,0,0,0
GENESNY,GENESEE COUNTY JAIL,14 W. MAIN STREET,BATAVIA,CUMBERLAND,NY,14020,2,BUF,BUF,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENEVOH,GENEVA CITY JAIL,44 NORTH FOREST ST,GENEVA,ASHTABULA,OH,44041,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAILECA,GEORGE BAILEY DETENTION FACILITY,446 ALTA ROAD,SAN DIEGO,SAN DIEGO,CA,92158,9,SND,SND,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAHSFTX,GEORGE BUSH INTERCONTINENTAL,2800 N. TERMINAL ROAD,HOUSTON,COUNTY,TX,77032,5,SNA,HLG,Other,STAGING,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABAPGA,GEORGIA BAPTIST CHILDREN HOME,1508 US HIGHWAY 19S,MEANSVILLE,PIKE,GA,30256,11,ATL,ATL,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILAJAZ,GILA COUNTY JAIL,1100 SOUTH STREET,GLOBE,GILA,AZ,85501,9,PHO,PHO,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIJUVAZ,GILA COUNTY JUVENILE DETENTION CENTER,1425 E. SOUTH STREET,GLOBE,GILA,AZ,85501,9,PHO,PHO,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILLITX,GILLISPIE CITY JAIL,JAIL ADMINISTRATOR,FREDERICKSBURG,GILLESPIE,TX,78624,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GILPICO,GILPIN COUNTY SHERIFF,2960 DORY HILL ROAD,GOLDEN,JEFFERSON,CO,80403,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLADEFL,GLADES COUNTY DETENTION CENTER,1297 EAST SR 78,MOORE HAVEN,GLADES,FL,33471,11,MIA,KRO,IGSA,IGSA,Yes,2,16,20,13,17,64,118,134,0,0,0,0,0,0,0,0,7,44,72,261,0,0,0,0
