DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use
BROOKTX,801 COUNTY ROAD 201 FALFURRIAS TX,155,-98.12512353,27.24708278,BROOKS COUNTY JAIL (SHERIFF),FALFURRIAS,BROOKS,TX,78355,5,SNA,PIC,IGSA,IGSA,Yes,Female/Male,0,,0,6/14/07,3/9/06,2006,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,6/19/08,,,No,NO,NO,NO,No,,0
BROOMCO,11600 RIDGE PARKWAY BROOMFIELD CO,157,-105.148272,39.90785701,BROOMFIELD DETENTION CENTER,BROOMFIELD,JEFFERSON,CO,80021,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,3/6/08,8/15/06,2006,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BROPDIL,8820 BROOKFIELD AVEN BROOKFIELD IL,151,-87.84114398,41.82349098,BROOKFIELD POLICE DEPARTMENT,BROOKFIELD,COOK,IL,60513,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,2/22/04,1/4/88,1988,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
BROWNSD,22 SE COURT STREET ABERDEEN SD,162,-98.48603718,45.4648762,BROWN COUNTY JAIL,ABERDEEN,SAN DIEGO,SD,57401,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,12/17/12,1/24/12,2012,0,0,0,YES,,,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BRULESD,300 SOUTH COURTLAND CHAMBERLAIN SD,164,-99.33317552,43.80880199,BRULE COUNTY JAIL,CHAMBERLAIN,BRULE,SD,57325,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,12/23/03,3/30/98,1998,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BRYANGA,95 PUBLIC SAFETY WAY PEMBROKE GA,166,-81.61841999,32.13451998,BRYAN COUNTY JAIL,PEMBROKE,BRYAN,GA,31321,11,ATL,ATL,IGSA,IGSA,Yes,Female/Male,0,,0,11/26/06,9/28/06,2006,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BSAHOLD,1930 BEACH STREET BROADVIEW IL,148,-87.86595601,41.86798799,BROADVIEW SERVICE STAGING,BROADVIEW,COOK,IL,60155,7,CHI,CHI,Other,STAGING,Yes,Female/Male,0,,0,10/9/17,12/27/11,2011,1,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,4
BSCDRTX,3711 WRIGHT AVENUE BIG SPRING TX,168,-101.5038089,32.22266716,BSCC CEDAR HILL UNIT,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,Female/Male,0,,0,2/2/11,8/28/06,2006,0,0,0,,,BOP,GEO,NA,NA,#VALUE!,NA,,,NOT INSPECTED,BOP,,,,No,,,,,,No,NO,NO,NO,No,,0
BSCHOLD,1701 APRON DRIVE BIG SPRING TX,117,-101.51585,32.22546245,BIG SPRING HOLD ROOM,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,Other,HOLD,Yes,Male,0,,0,3/23/17,3/8/13,2013,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
BSCORTX,3700 WRIGHT AVENUE BIG SPRING TX,167,-101.50513,32.22302999,BSCC AIRPARK UNIT,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,Female/Male,0,,0,12/11/12,4/11/91,1991,0,0,0,,,BOP,GEO,NA,NA,#VALUE!,NA,,,NOT INSPECTED,BOP,,,,No,,,,,,No,NO,NO,NO,No,,0
BSFLTTX,2001 RICKABAUGH DR BIG SPRING TX,169,-101.516569,32.22766698,BSCC FLIGHTLINE UNIT,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,Female/Male,0,,0,2/2/11,7/27/06,2006,0,0,0,,,BOP,GEO,NA,NA,#VALUE!,NA,,,NOT INSPECTED,BOP,,,,No,,,,,,No,NO,NO,NO,No,,0
BSGDFTX,805 N. AVENUE F POST TX,170,-101.3720057,33.19971913,BSCC GILES DARBY FACILITY,POST,GARZA,TX,79356,5,DAL,DAL,BOP,BOP,No,Female/Male,0,,0,2/2/11,5/15/06,2006,0,0,0,,,BOP,GEO,NA,NA,#VALUE!,NA,,,NOT INSPECTED,BOP,,,,No,,,,,,No,NO,NO,NO,No,,0
BSNTRTX,1801 W. I-20 BIG SPRING TX,171,-101.5003794,32.26193354,BSCC INTERSTATE UNIT,BIG SPRING,HOWARD,TX,79720,5,DAL,DAL,BOP,BOP,No,Female/Male,0,,0,3/8/07,1/13/04,2004,0,0,0,,,BOP,GEO,NA,NA,#VALUE!,NA,,,NOT INSPECTED,BOP,,,,No,,,,,,No,NO,NO,NO,No,,0
BTV,4250 FEDERAL DRIVE BATAVIA NY,174,-78.20155996,43.02062,BUFFALO (BATAVIA) SERVICE PROCESSING CENTER,BATAVIA,GENESEE,NY,14020,2,BUF,BTV,SPC,SPC,Yes,Male,650,88%,562,11/4/17,5/23/95,1995,598,435,136,YES,IHSC,AGS,ICE,12/1/14,1/31/25,2025,400,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,3/9/17,Meets Standard,,No,YES,NO,NO,Yes,PERMANENT,35
BUCKSPA,MAIN AND COURT STS DOYLESTOWN PA,172,-75.13058989,40.31091004,BUCKS COUNTY JAIL (PENNSYLVANIA),DOYLESTOWN,BUCKS,PA,18901,3,PHI,PHI,IGSA,IGSA,Yes,Female/Male,0,,0,2/6/07,5/13/86,1986,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BUENAIA,411 EXPANSION BLVD STORM LAKE IA,173,-95.17892353,42.64178755,BUENA VISTA COUNTY JAIL,STORM LAKE,BUENA VISTA,IA,50588,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,0,,0,1/13/03,1/30/97,1997,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BUFHOLD,130 DELAWARE AVE BUFFALO NY,176,-78.87816696,42.888097,BUFFALO HOLD ROOM,BUFFALO,BUFFALO,NY,14202,2,BUF,BUF,Other,HOLD,Yes,Female/Male,0,,0,1/27/16,12/8/12,2012,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
BULLOGA,17257 HWY 301 N STATESBORO GA,177,-81.76717002,32.46781002,BULLOCK COUNTY JAIL,STATESBORO,BULLOCH,GA,30458,11,ATL,ATL,IGSA,IGSA,Yes,Female/Male,0,,0,9/1/06,8/1/06,2006,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BURLEND,P.O. BOX 1416 BISMARCK ND,178,-100.77969,46.80536,BURLEIGH COUNTY,BISMARCK,BURLEIGH,ND,58502,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,4/18/12,9/7/95,1995,0,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$65.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BURNETX,JAIL ADMINISTRATOR BURNET TX,179,-97.12556264,33.22651227,BURNET COUNTY JAIL,BURNET,BURNET,TX,78611,5,SNA,AUS,IGSA,IGSA,Yes,Female/Male,0,,0,11/4/17,5/28/98,1998,9,0,1,NO,COUNTY,COUNTY (SHERIFF),COUNTY,6/4/98,NA,#VALUE!,NA,$59.26 ,,AUTHORIZED,DMCP,Under 72,FPBDS,,No,Acceptable,,9/13/17,Acceptable,,No,YES,NO,NO,No,NONE,11
BUTLEKS,701 SE STONE ROAD EL DORADO KS,180,-96.83240004,37.81162999,BUTLER COUNTY JAIL,EL DORADO,BUTLER,KS,67042,10,CHI,WIC,USMS IGA,USMS IGA,Yes,Female/Male,25,31%,8,11/4/17,5/30/02,2002,11,7,0,YES,ADVANCED CORRECTIONAL HEALTHCARE,COUNTY (SHERIFF),COUNTY,4/11/01,NA,#VALUE!,NA,$60.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,,9/5/17,Acceptable,,No,NO,NO,NO,No,NONE,35
BUTLEOH,705 HANOVER STREET HAMILTON OH,181,-84.55586097,39.389544,BUTLER COUNTY JAIL,HAMILTON,BUTLER,OH,45011,6,DET,CLM,IGSA,IGSA,Yes,Female/Male,0,,132,11/4/17,10/3/02,2002,181,58,109,YES,COUNTY,COUNTY (SHERIFF),COUNTY,9/14/04,NA,#VALUE!,NA,$53.20 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,Standard 2.11,No,Acceptable,Acceptable,1/12/17,Acceptable,,Yes,NO,NO,NO,No,NONE,35
BUTLEPA,121 VOGELEY WAY BUTLER PA,182,-79.89566762,40.85912862,BUTLER COUNTY JAIL (PENNSYLVANIA),BUTLER,BUTLER,PA,16001,3,PHI,PIT,IGSA,IGSA,Yes,Female/Male,0,,0,7/4/06,9/21/86,1986,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$76.00 ,,NOT INSPECTED,DMCP,Over 72,,,Yes,Special Review - Pre-Occupancy,Special Review - Pre-Occupancy,2/12/15,,,No,NO,NO,NO,No,,0
BVRHDMT,2 SOUTH PACIFIC DILLON MT,83,-112.63436,45.21571002,BEAVERHEAD COUNTY DETENTION CENTER,DILLON,DENVER,MT,59725,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,0,,0,1/11/08,12/19/07,2007,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
BWDGICA,818 N. HILL ST. LOS ANGELES CA,107,-118.238736,34.06314901,BEST WESTERN DRAGON GATE INN,LOS ANGELES,LOS ANGELES,CA,90012,9,LOS,LOS,Other,Other,Yes,Female/Male,0,,0,10/18/17,5/14/08,2008,3,0,0,,,HOTEL,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,5
BWMARCA,800 BAY MARINA DR NATIONAL CITY CA,108,-117.109923,32.65891301,BEST WESTERN MARINA,NATIONAL CITY,SAN DIEGO,CA,91950,9,SND,,Other,Other,Yes,Female/Male,0,,0,2/5/17,1/16/17,2017,0,0,0,,,HOTEL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,0
CACCJAM,5100 O'BRYNES FERRY ROAD JAMESTOWN CA,1186,-120.5372806,37.88801569,SCC/JAMESTOWN,JAMESTOWN,COUNTY,CA,95327,9,SFR,SFR,Other,Other,Yes,Female/Male,0,,0,8/18/14,8/15/14,2014,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
CACFBAK,10 LAKEVIEW DRIVE BAKER CA,64,-116.0554226,35.28012694,BAKER CALIFORNIA CORRECTIONAL FACILITY (CCF),BAKER,BAKER,CA,92309,9,LOS,SND,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CACFDON,480 ALTA ROAD SAN DIEGO CA,1102,-116.932541,32.58185201,RJ DONOVAN CORRECTIONAL FACILITY,SAN DIEGO,SAN DIEGO,CA,92104,9,SND,SND,Other,Other,Yes,Female/Male,0,,0,12/12/16,7/12/96,1996,0,0,0,,,COUNTY (CORRECTIONS),,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CACFLEO,2800 APPRICOT ST LIVE OAK CA,226,-121.665849,39.26849101,CCF/LEO CHESNEY,LIVE OAK,SUTTER,CA,95953,9,SFR,,Other,Other,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
CACFMES,425 GOLDEN STATE AVE BAKERSFIELD CA,835,-119.006421,35.37993099,MESA VERDE DETENTION FACILITY,BAKERSFIELD,KERN,CA,93301,9,SFR,BKI,IGSA,DIGSA,Yes,Female/Male,400,96%,378,11/4/17,3/20/15,2015,404,250,135,YES,GEO,GEO,CITY,3/1/15,2/28/20,2020,320,b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,6/29/17,Meets Standard,,No,YES,YES,NO,Yes,PERMANENT,35
CACHEUT,50 WEST 200 NORTH LOGAN UT,187,-111.8362015,41.73518327,CACHE COUNTY JAIL,LOGAN,CACHE,UT,84321,10,SLC,SLC,USMS IGA,USMS IGA,Yes,Female/Male,0,,44,11/4/17,6/12/97,1997,63,36,14,,,COUNTY,,12/5/16,NA,#VALUE!,NA,$50.00 ,,NOT INSPECTED,DMCP,Over 72,,,No,Pending,Deficient,3/16/17,Pending,2008 DEFICIENT,Yes,NO,NO,NO,No,,35
CACTYCA,22844 VIRGINIA BOULEVARD CALIFORNIA CITY CA,194,-117.85295,35.15162999,CALIFORNIA CITY CORRECTIONAL CENTER,CALIFORNIA CITY,KERN,CA,93505,9,SFR,BKI,USMS IGA,USMS IGA,Yes,Female/Male,200,0%,0,11/28/13,3/7/11,2011,0,0,0,YES,CCA,CCA,CITY,9/23/10,9/22/25,2025,NA,b)(4),Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Acceptable,6/20/13,,,No,YES,NO,YES,No,,0
CADCCAL,7018 BLAIR ROAD CALIPATRIA CA,227,-115.4931131,33.16332791,CDC CALIPATRIA IHP,CALIPATRIA,COUNTY,CA,92233,9,SND,IMP,IGSA,IGSA,Yes,Female/Male,0,,0,1/12/15,2/26/14,2014,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,,,,No,,0
CAHBOYS,9990 CROW CANYON ROAD CASTRO VALLEY CA,609,-122.032961,37.74868202,HOSANNA HOMES FOR BOYS,CASTRO VALLEY,ALAMEDA,CA,94552,9,SFR,SFR,IGSA,JUVENILE,Yes,Female/Male,0,,0,6/28/06,11/28/95,1995,0,0,0,,,OTHER,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
CAHGIRL,6625 CROW CANYON ROAD CASTRO VALLEY CA,608,-122.036087,37.72333099,HOSANA GIRLS RANCH,CASTRO VALLEY,ALAMEDA,CA,94552,9,SFR,SFR,IGSA,JUVENILE,Yes,Female/Male,0,,0,6/28/06,2/14/98,1998,0,0,0,,,OTHER,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0
CAJUVMN,600 EAST FOURTH ST. CHASKA MN,211,-93.59299596,44.788845,CARVER COUNTY JUVENILE DETENTION CENTER,CHASKA,CARVER,MN,55318,8,SPM,SPM,IGSA,JUVENILE,Yes,Female/Male,0,,0,11/4/17,9/11/95,1995,1,0,0,YES,,COUNTY,,NA,NA,#VALUE!,NA,$145.00 ,,AUTHORIZED,JFRMU,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1
CALCALA,5410 EAST BROAD STREET LAKE CHARLES LA,188,-93.14100996,30.22620002,CALCASIEU PARISH,LAKE CHARLES,CALCASIEU,LA,70601,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,0,,0,4/20/08,7/20/87,1987,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Deficient,10/11/07,,2007 DEFICIENT,Yes,NO,NO,NO,No,,0
CALDWMO,280 WEST MAIN STREET KINGSTON MO,189,-94.04318598,39.64262014,CALDWELL COUNTY DETENTION CENTER,KINGSTON,CALDWELL,MO,64650,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,20,11/4/17,1/19/04,2004,25,12,10,YES,ADVANCED CORRECTIONAL HEALTHCARE,COUNTY (SHERIFF),COUNTY,3/19/04,NA,#VALUE!,NA,$65.97 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,Minimum Service Standards,,No,Acceptable,Acceptable,5/19/16,,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,35
CALDWTX,C/O SHERIFF LOCKHART TX,190,-97.67185,29.88476,CALDWELL COUNTY JAIL,LOCKHART,CALDWELL,TX,78644,5,SNA,SNA,IGSA,IGSA,Yes,Female/Male,0,,0,8/29/07,4/5/04,2004,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CALHOMI,185 EAST MICHIGAN AVENUE BATTLE CREEK MI,191,-85.17674789,42.31575118,CALHOUN COUNTY CORRECTIONAL CENTER,BATTLE CREEK,BRANCH,MI,49014,6,DET,DET,IGSA,IGSA,Yes,Female/Male,125,158%,172,11/4/17,7/25/95,1995,211,114,83,YES,CORIZON,COUNTY (SHERIFF),COUNTY,8/21/07,NA,#VALUE!,75,75 (GM for DEAPDMI and CALHOMI combined); $72.00 (1-75) $40.00 (76-125) $64.27 (126+),Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,Standard 2.11,No,Acceptable,Acceptable,2/2/17,Acceptable,2008 DEFICIENT,Yes,NO,YES,NO,Yes,PERMANENT,35
CALLAMO,1201 STATE ROAD O FULTON MO,197,-91.93124757,38.8441468,CALLAWAY COUNTY JAIL,FULTON,CALLAWAY,MO,65251,8,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,1/9/03,7/19/00,2000,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CAMBRPA,425 MANOR DRIVE EBENSBURG PA,198,-78.70140796,40.48439599,CAMBRIA COUNTY JAIL,EBENSBURG,CAMBRIA,PA,15931,3,PHI,YRK,USMS IGA,USMS IGA,Yes,Male,15,221%,29,11/4/17,5/19/87,1987,50,24,9,YES,PRIMECARE MEDICAL INC.,COUNTY (PRISON),COUNTY,1/3/08,NA,#VALUE!,NA,$51.53 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,,8/30/16,,2008 DEFICIENT,Yes,NO,YES,NO,No,NONE,35
CAMCOWY,600 WEST BOXELDER GILLETTE WY,202,-105.5126149,44.27626878,CAMPBELL COUNTY JAIL,GILLETTE,CAMPBELL,WY,82718,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,4/13/09,9/3/91,1991,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
CAMDENJ,830 FEDERAL STREET CAMDEN NJ,199,-75.11495631,39.9440053,CAMDEN COUNTY JAIL,CAMDEN,CAMDEN,NJ,8101,3,NEW,NEW,IGSA,IGSA,Yes,Female/Male,0,,0,2/25/04,3/12/96,1996,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CAMEDAZ,450 ADAMSVILLE FLORENCE AZ,232,-111.393659,33.02674998,CENTRAL ARIZONA MEDICAL,FLORENCE,PINAL,AZ,85232,9,PHO,FLO,Other,HOSPITAL,No,Female/Male,0,,0,5/2/12,5/2/89,1989,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0
CAMENCE,HIGHWAY 1  PO BOX 8101 SAN LUIS OBISPO CA,192,-120.6637395,35.28904522,CALIF. MEN COLONY EAST,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93409,9,LOS,,Other,Other,Yes,Female/Male,0,,0,6/18/90,12/29/89,1989,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
CAMENCW,HIGHWAY 1 PO BOX 8101 SAN LUIS OBISPO CA,193,-120.6637395,35.28904522,CALIF. MEN COLONY WEST,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93409,9,LOS,,Other,Other,Yes,Female/Male,0,,0,2/25/99,11/28/89,1989,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
CAMERTX,954 E. HARRISON BROWNSVILLE TX,200,-97.49519098,25.90778902,CAMERON COUNTY JAIL,BROWNSVILLE,CAMERON,TX,78520,5,SNA,PIC,IGSA,IGSA,Yes,Female/Male,0,,0,3/14/17,2/13/96,1996,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,$36.35 ,,NOT INSPECTED,DMCP,Over 72,,,No,,,,,,No,NO,NO,NO,No,,0
CANADOK,208 W. ROGERS EL RENO OK,203,-97.95506022,35.53508044,CANDIAN COUNTY (EL RENO),EL RENO,CANADIAN,OK,73036,10,DAL,OKC,IGSA,IGSA,Yes,Female/Male,0,,0,2/26/07,4/19/91,1991,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,12/20/06,,,No,NO,NO,NO,No,,0
CANYNID,219 N. 12TH AVENUE CALDWELL ID,204,-116.6813686,43.66478197,CANYON COUNTY JAIL - DALE G HAILE DET CEN,CALDWELL,CANYON,ID,83605,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,0,,0,8/14/07,3/11/04,2004,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$54.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CARBOPA,ROUTE 93 & BROAD STREET NESQUEHONING PA,205,-75.78732994,40.87891005,CARBON COUNTY CORRECTIONL,NESQUEHONING,CARBON,PA,18240,3,PHI,PHI,IGSA,IGSA,Yes,Female/Male,0,,0,9/19/13,6/3/98,1998,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,9/18/07,,,No,NO,NO,NO,No,,0
CARBOWY,BOX 190 RAWLINS WY,206,-107.23824,41.78959,CARBON COUNTY JAIL,RAWLINS,CARBON,WY,82301,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,4/28/09,11/1/90,1990,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CARJAMN,600 EAST FOURTH ST. CHASKA MN,210,-93.59299596,44.788845,CARVER COUNTY JAIL,CHASKA,CARVER,MN,55318,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,43,11/4/17,10/31/90,1990,55,25,21,YES,COUNTY,COUNTY (SHERIFF),COUNTY,3/23/01,NA,#VALUE!,NA,$70.00  Adult $145.00 Juvenile,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,Minimum Service Standards,,No,Acceptable,Acceptable,11/19/15,,2007 DEFICIENT,Yes,NO,NO,NO,No,NONE,35
CARROMD,100 NORTH COURT STREET WESTMINSTER MD,207,-76.98695798,39.57217398,CARROLL COUNTY DETENTION CENTER,WESTMINSTER,CARROLL,MD,21157,4,BAL,BAL,IGSA,IGSA,Yes,Female/Male,0,,0,5/12/13,2/3/00,2000,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,6/5/08,NA,#VALUE!,NA,$90.37 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,,,No,Acceptable,Not Rated,8/1/13,,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,,0
CARTEOK,100 S. WASHINGTON ARDMORE OK,209,-97.12861004,34.17074,CARTER COUNTY (ARDMORE OKLAHOMA),ARDMORE,CARTER,OK,73401,10,DAL,OKC,IGSA,IGSA,Yes,Female/Male,0,,0,10/12/00,8/2/89,1989,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0
CASCAMT,3800 ULM NORTH FRONTAGE ROAD GREAT FALLS MT,214,-111.36768,47.46904999,CASCADE COUNTY JAIL (MONTANA),GREAT FALLS,CASCADE,MT,59404,9,SLC,HEL,USMS IGA,USMS IGA,Yes,Male,35,6%,1,11/4/17,1/18/91,1991,5,1,1,YES,COUNTY,COUNTY (SHERIFF),COUNTY,4/1/10,NA,#VALUE!,NA,$75.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,FPBDS,,No,Acceptable,,9/5/17,Acceptable,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,35
CASPCAL,7018 BLAIR ROAD CALIPATRIA CA,196,-115.4931131,33.16332791,CALIPATRIA STATE,CALIPATRIA,IMPERIAL,CA,92233,9,SND,LOS,Other,Other,Yes,Female/Male,0,,0,3/30/09,6/20/06,2006,0,0,0,,,COUNTY (CORRECTIONS),,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
CASPSAC,100 PRISON ROAD REPRESA CA,339,-121.1594437,38.6836612,CSP-SACRAMENTO,REPRESA,SACRAMENTO,CA,95671,9,SFR,,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0
CASPSAT,CA. SUBSTANCE ABUSE TREATMENT FACILITY CORCORAN CA,195,-119.548056,36.055227,CALIFORNIA STATE,CORCORAN,KINGS,CA,93212,9,LOS,LOS,IGSA,IGSA,Yes,Female/Male,0,,0,11/25/07,7/5/96,1996,0,0,0,,,COUNTY (CORRECTIONS),,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0
